Base Model,Dataset,Config,Original_Subdir,Mean P_500
Pythia-1B,arxiv,gptq-b2-gs128-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b2-gs128-da1,0.8196042125096762
Pythia-1B,cc,gptq-b8-gs-1-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b8-gs-1-da1,0.01203522307188096
Pythia-1B,cc,gptq-b8-gs32-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b8-gs32-da0,0.060025305708927425
Pythia-1B,cc,gptq-b8-gs128-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b8-gs128-da0,0.06670842275675484
Pythia-1B,cc,EleutherAI_pythia-1b-deduped,EleutherAI_pythia-1b-deduped,0.1374699147702894
Pythia-1B,cc,gptq-b8-gs64-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b8-gs64-da0,0.14854316697337747
Pythia-1B,cc,gptq-b8-gs128-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b8-gs128-da1,0.1647594146797426
Pythia-1B,cc,gptq-b4-gs64-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b4-gs64-da1,0.16489930038456757
Pythia-1B,cc,gptq-b8-gs32-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b8-gs32-da1,0.17400388058751437
Pythia-1B,cc,gptq-b4-gs64-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b4-gs64-da0,0.1754901030604766
Pythia-1B,cc,gptq-b8-gs64-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b8-gs64-da1,0.17674862657605855
Pythia-1B,cc,gptq-b4-gs128-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b4-gs128-da0,0.17821893088782956
Pythia-1B,cc,gptq-b2-gs32-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b2-gs32-da0,0.1902711460336881
Pythia-1B,cc,gptq-b2-gs32-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b2-gs32-da1,0.20345910837043846
Pythia-1B,cc,gptq-b8-gs-1-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b8-gs-1-da0,0.22364110631413428
Pythia-1B,cc,gptq-b4-gs32-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b4-gs32-da0,0.24258793823926816
Pythia-1B,cc,gptq-b4-gs128-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b4-gs128-da1,0.24687436975552773
Pythia-1B,cc,gptq-b4-gs32-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b4-gs32-da1,0.2686897643742311
Pythia-1B,cc,gptq-b4-gs-1-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b4-gs-1-da0,0.27885526548054385
Pythia-1B,cc,gptq-b4-gs-1-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b4-gs-1-da1,0.29349841958518696
Pythia-1B,cc,gptq-b2-gs64-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b2-gs64-da1,0.33830084457096266
Pythia-1B,cc,gptq-b3-gs64-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b3-gs64-da1,0.3478642901015835
Pythia-1B,cc,gptq-b3-gs128-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b3-gs128-da0,0.35544779895350004
Pythia-1B,cc,gptq-b3-gs32-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b3-gs32-da1,0.3567212532405967
Pythia-1B,cc,gptq-b2-gs-1-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b2-gs-1-da1,0.4147849017788844
Pythia-1B,cc,gptq-b2-gs128-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b2-gs128-da0,0.44407624872185014
Pythia-1B,cc,gptq-b2-gs-1-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b2-gs-1-da0,0.44863668211138724
Pythia-1B,cc,gptq-b3-gs32-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b3-gs32-da0,0.46711107836770316
Pythia-1B,cc,gptq-b2-gs64-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b2-gs64-da0,0.4718189626259536
Pythia-1B,cc,gptq-b3-gs128-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b3-gs128-da1,0.48012354692463893
Pythia-1B,cc,gptq-b3-gs-1-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b3-gs-1-da0,0.5150023314632527
Pythia-1B,cc,gptq-b3-gs-1-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b3-gs-1-da1,0.5458881281065977
Pythia-1B,cc,gptq-b3-gs64-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b3-gs64-da0,0.5543427526491387
Pythia-1B,cc,gptq-b2-gs128-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b2-gs128-da1,0.6681788660247514
Pythia-1B,github,gptq-b8-gs64-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b8-gs64-da1,0.004608207527904258
Pythia-1B,github,gptq-b8-gs128-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b8-gs128-da0,0.0053736179640319825
Pythia-1B,github,gptq-b8-gs64-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b8-gs64-da0,0.00706830926151987
Pythia-1B,github,gptq-b3-gs64-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b3-gs64-da1,0.010131756680669495
Pythia-1B,github,gptq-b3-gs128-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b3-gs128-da0,0.01557406250856504
Pythia-1B,github,gptq-b4-gs128-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b4-gs128-da0,0.01735198638022412
Pythia-1B,github,gptq-b3-gs64-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b3-gs64-da0,0.018137742633222896
Pythia-1B,github,gptq-b4-gs32-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b4-gs32-da0,0.01954115221267344
Pythia-1B,github,gptq-b4-gs64-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b4-gs64-da0,0.02419545029383994
Pythia-1B,github,gptq-b3-gs32-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b3-gs32-da1,0.024509228571992232
Pythia-1B,github,gptq-b4-gs-1-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b4-gs-1-da1,0.02600265301567136
Pythia-1B,github,gptq-b8-gs32-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b8-gs32-da0,0.027144472885520205
Pythia-1B,github,gptq-b3-gs-1-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b3-gs-1-da0,0.03169180625590258
Pythia-1B,github,gptq-b4-gs-1-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b4-gs-1-da0,0.03195723247818761
Pythia-1B,github,gptq-b3-gs32-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b3-gs32-da0,0.0339066118178777
Pythia-1B,github,gptq-b3-gs128-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b3-gs128-da1,0.035085975176390075
Pythia-1B,github,EleutherAI_pythia-1b-deduped,EleutherAI_pythia-1b-deduped,0.03694791036859488
Pythia-1B,github,gptq-b4-gs64-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b4-gs64-da1,0.03746783440714201
Pythia-1B,github,gptq-b8-gs-1-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b8-gs-1-da1,0.03863468891695658
Pythia-1B,github,gptq-b8-gs128-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b8-gs128-da1,0.04319931752362257
Pythia-1B,github,gptq-b2-gs32-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b2-gs32-da1,0.05493640718649828
Pythia-1B,github,gptq-b4-gs32-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b4-gs32-da1,0.055122846948202006
Pythia-1B,github,gptq-b8-gs32-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b8-gs32-da1,0.06014083339801153
Pythia-1B,github,gptq-b2-gs-1-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b2-gs-1-da0,0.06087416457078132
Pythia-1B,github,gptq-b3-gs-1-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b3-gs-1-da1,0.06467945948319474
Pythia-1B,github,gptq-b2-gs32-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b2-gs32-da0,0.09045121841314302
Pythia-1B,github,gptq-b2-gs64-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b2-gs64-da0,0.09385041118108847
Pythia-1B,github,gptq-b2-gs128-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b2-gs128-da0,0.1279255760989903
Pythia-1B,github,gptq-b2-gs64-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b2-gs64-da1,0.12939495142669794
Pythia-1B,github,gptq-b8-gs-1-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b8-gs-1-da0,0.1671287371745617
Pythia-1B,github,gptq-b4-gs128-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b4-gs128-da1,0.17425921466054628
Pythia-1B,github,gptq-b2-gs128-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b2-gs128-da1,0.2585585321260516
Pythia-1B,github,gptq-b2-gs-1-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b2-gs-1-da1,0.3106013692219723
Pythia-410M,arxiv,gptq-b8-gs32-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b8-gs32-da1,0.4019530713851937
Pythia-410M,arxiv,gptq-b4-gs128-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b4-gs128-da1,0.47475902447999907
Pythia-410M,arxiv,gptq-b8-gs64-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b8-gs64-da1,0.49017189243231485
Pythia-410M,arxiv,gptq-b4-gs32-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b4-gs32-da1,0.49160044294335936
Pythia-410M,arxiv,gptq-b8-gs-1-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b8-gs-1-da1,0.49365906412358945
Pythia-410M,arxiv,gptq-b3-gs128-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b3-gs128-da0,0.5301894448622736
Pythia-410M,arxiv,gptq-b8-gs128-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b8-gs128-da0,0.5563217921750157
Pythia-410M,arxiv,gptq-b3-gs128-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b3-gs128-da1,0.5829508262105874
Pythia-410M,arxiv,gptq-b4-gs32-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b4-gs32-da0,0.6020046618666761
Pythia-410M,arxiv,gptq-b3-gs-1-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b3-gs-1-da1,0.6096079358630396
Pythia-410M,arxiv,gptq-b4-gs64-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b4-gs64-da1,0.6175598459977362
Pythia-410M,arxiv,gptq-b8-gs32-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b8-gs32-da0,0.6296964203993389
Pythia-410M,arxiv,gptq-b2-gs-1-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b2-gs-1-da0,0.6320081224527796
Pythia-410M,arxiv,EleutherAI_pythia-410m-deduped,EleutherAI_pythia-410m-deduped,0.6388411102289171
Pythia-410M,arxiv,gptq-b3-gs64-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b3-gs64-da0,0.6528579381161987
Pythia-410M,arxiv,gptq-b4-gs-1-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b4-gs-1-da1,0.6713254784793865
Pythia-410M,arxiv,gptq-b4-gs-1-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b4-gs-1-da0,0.6731309884970382
Pythia-410M,arxiv,gptq-b2-gs32-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b2-gs32-da1,0.6749540653716638
Pythia-410M,arxiv,gptq-b8-gs64-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b8-gs64-da0,0.6750619110406556
Pythia-410M,arxiv,gptq-b3-gs64-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b3-gs64-da1,0.6768025335216504
Pythia-410M,arxiv,gptq-b4-gs64-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b4-gs64-da0,0.6867894049255988
Pythia-410M,arxiv,gptq-b8-gs128-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b8-gs128-da1,0.7027816592718831
Pythia-410M,arxiv,gptq-b2-gs64-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b2-gs64-da0,0.71880423914473
Pythia-410M,arxiv,gptq-b8-gs-1-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b8-gs-1-da0,0.7230668112886057
Pythia-410M,arxiv,gptq-b3-gs32-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b3-gs32-da0,0.7343973650429014
Pythia-410M,arxiv,gptq-b2-gs32-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b2-gs32-da0,0.7573439797526651
Pythia-410M,arxiv,gptq-b3-gs-1-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b3-gs-1-da0,0.7964929997292787
Pythia-410M,arxiv,gptq-b4-gs128-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b4-gs128-da0,0.7986826860592543
Pythia-410M,arxiv,gptq-b3-gs32-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b3-gs32-da1,0.8118274051570303
Pythia-410M,arxiv,gptq-b2-gs128-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b2-gs128-da0,0.8610949476624639
Pythia-410M,arxiv,gptq-b2-gs64-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b2-gs64-da1,0.8890814833892051
Pythia-410M,arxiv,gptq-b2-gs-1-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b2-gs-1-da1,0.9237145591761026
Pythia-410M,arxiv,gptq-b2-gs128-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b2-gs128-da1,0.9485309705841193
Pythia-410M,bookcorpus2,gptq-b8-gs128-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b8-gs128-da1,2.319421073571632e-12
Pythia-410M,books3,gptq-b8-gs128-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b8-gs128-da1,0.0008416522387256197
Pythia-410M,cc,gptq-b8-gs128-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b8-gs128-da0,0.07570972623009527
Pythia-410M,cc,gptq-b8-gs32-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b8-gs32-da0,0.12975877989930187
Pythia-410M,cc,gptq-b8-gs-1-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b8-gs-1-da1,0.13916812519547964
Pythia-410M,cc,gptq-b8-gs64-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b8-gs64-da1,0.142152596651621
Pythia-410M,cc,gptq-b8-gs64-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b8-gs64-da0,0.16132585846801242
Pythia-410M,cc,gptq-b2-gs64-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b2-gs64-da0,0.201002536419899
Pythia-410M,cc,gptq-b4-gs64-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b4-gs64-da1,0.2400689368468884
Pythia-410M,cc,gptq-b4-gs-1-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b4-gs-1-da0,0.24517638309106907
Pythia-410M,cc,gptq-b4-gs32-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b4-gs32-da0,0.24776463581109573
Pythia-410M,cc,EleutherAI_pythia-410m-deduped,EleutherAI_pythia-410m-deduped,0.27382040363418403
Pythia-410M,cc,gptq-b2-gs-1-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b2-gs-1-da0,0.282473665825241
Pythia-410M,cc,gptq-b3-gs128-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b3-gs128-da0,0.2861517020082814
Pythia-410M,cc,gptq-b8-gs128-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b8-gs128-da1,0.29256357944600103
Pythia-410M,cc,gptq-b2-gs32-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b2-gs32-da0,0.32239884615969217
Pythia-410M,cc,gptq-b2-gs128-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b2-gs128-da0,0.324888846967212
Pythia-410M,cc,gptq-b4-gs-1-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b4-gs-1-da1,0.33151204205227897
Pythia-410M,cc,gptq-b8-gs-1-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b8-gs-1-da0,0.3378583515493471
Pythia-410M,cc,gptq-b3-gs32-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b3-gs32-da1,0.35612688863326525
Pythia-410M,cc,gptq-b4-gs128-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b4-gs128-da0,0.35872525999916716
Pythia-410M,cc,gptq-b2-gs32-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b2-gs32-da1,0.37306122434160544
Pythia-410M,cc,gptq-b4-gs64-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b4-gs64-da0,0.3955696913609396
Pythia-410M,cc,gptq-b3-gs32-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b3-gs32-da0,0.3990809030426487
Pythia-410M,cc,gptq-b3-gs64-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b3-gs64-da1,0.42142627150986883
Pythia-410M,cc,gptq-b4-gs32-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b4-gs32-da1,0.4364603483913639
Pythia-410M,cc,gptq-b3-gs128-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b3-gs128-da1,0.44803870785499794
Pythia-410M,cc,gptq-b8-gs32-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b8-gs32-da1,0.4694501638852511
Pythia-410M,cc,gptq-b3-gs64-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b3-gs64-da0,0.4985369245038712
Pythia-410M,cc,gptq-b3-gs-1-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b3-gs-1-da0,0.5034749629786486
Pythia-410M,cc,gptq-b4-gs128-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b4-gs128-da1,0.5122587300567661
Pythia-410M,cc,gptq-b2-gs128-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b2-gs128-da1,0.519442316251675
Pythia-410M,cc,gptq-b2-gs64-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b2-gs64-da1,0.5468927734459953
Pythia-410M,cc,gptq-b3-gs-1-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b3-gs-1-da1,0.6294474309632738
Pythia-410M,cc,gptq-b2-gs-1-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b2-gs-1-da1,0.6312590368296406
Pythia-410M,europarl,gptq-b8-gs128-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b8-gs128-da1,4.8932150812433914e-11
Pythia-410M,freelaw,gptq-b8-gs128-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b8-gs128-da1,0.20245009654565083
Pythia-410M,github,gptq-b8-gs32-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b8-gs32-da1,0.0008875837531287765
Pythia-410M,github,gptq-b4-gs32-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b4-gs32-da1,0.005156094885514872
Pythia-410M,github,gptq-b4-gs-1-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b4-gs-1-da1,0.00963870730924746
Pythia-410M,github,EleutherAI_pythia-410m-deduped,EleutherAI_pythia-410m-deduped,0.010060769198752244
Pythia-410M,github,gptq-b2-gs64-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b2-gs64-da0,0.011706351382172624
Pythia-410M,github,gptq-b8-gs128-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b8-gs128-da1,0.01977774300560624
Pythia-410M,github,gptq-b2-gs32-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b2-gs32-da0,0.02080656431037075
Pythia-410M,github,gptq-b8-gs-1-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b8-gs-1-da0,0.022139118686238274
Pythia-410M,github,gptq-b8-gs128-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b8-gs128-da0,0.0265729690414382
Pythia-410M,github,gptq-b2-gs32-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b2-gs32-da1,0.02657449934356751
Pythia-410M,github,gptq-b2-gs-1-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b2-gs-1-da1,0.02911138782720001
Pythia-410M,github,gptq-b8-gs32-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-410m-deduped-gptq-b8-gs32-da0,0.03130513079330314
